   145	16.515  -98.455  18.1 3.6  ; 2 ;  40623566.0 ;  2017/08/10,02:42:42.00 2018/11/23,07:02:08.00 ;  10701100 15093900
   146	15.935  -98.720  15.6 3.7  ; 2 ;  41471104.0 ;  2017/08/03,17:53:56.00 2018/11/26,17:39:00.00 ;  10670100 15120600
   147	16.845  -97.700   4.3 3.8  ; 2 ;  43259768.0 ;  2017/08/01,22:41:15.00 2018/12/15,15:17:23.00 ;  10665000 15272700
   148	15.900  -98.130   7.0 3.6  ; 2 ;  31177910.0 ;  2017/07/28,10:35:07.00 2018/07/24,07:06:57.00 ;  10644200 14315900
   149	16.000  -97.595  18.0 3.7  ; 2 ;  43951805.0 ;  2017/07/22,22:30:15.00 2018/12/13,15:20:20.00 ;  10613600 15255600
   150	16.187  -98.776  19.8 3.6  ; 5 ;  21234191.0 18140346.0 17222711.0 21925660.0 ;  2017/07/21,04:08:30.00 2018/03/23,22:31:41.00 2018/10/19,21:30:47.00 2019/05/07,05:35:58.00 2020/01/16,00:03:38.00 ;  10603900 13331500 14853400 16416900 18161600
   151	15.865  -98.300  13.4 3.3  ; 2 ;  35358563.0 ;  2017/07/07,07:31:35.00 2018/08/20,13:20:58.00 ;  10546000 14507000
   152	16.007  -98.097   5.0 3.6  ; 3 ;  24710349.6 11998993.0 ;  2017/06/19,13:34:38.40 2018/04/01,13:33:48.00 2018/08/18,10:37:01.00 ;  10469700 13410000 14495500
   153	15.917  -98.120  13.8 3.8  ; 3 ;  47124953.1 378.0 ;  2017/06/19,10:11:48.90 2018/12/16,20:27:42.00 2018/12/16,20:34:00.00 ;  10469000 15284400 15284500
   154	16.028  -98.684  16.4 3.5  ; 2 ;  88993861.6 ;  2017/06/18,18:35:40.40 2020/04/13,19:06:42.00 ;  10465900 19269100
   155	16.049  -98.659  15.4 3.7  ; 2 ;  90696379.0 ;  2017/06/14,22:44:07.00 2020/04/29,16:10:26.00 ;  10440800 19372200
   156	16.083  -98.644  15.6 4.0  ; 2 ;  90694803.7 ;  2017/06/14,22:34:32.30 2020/04/29,15:34:36.00 ;  10440700 19372000
   157	16.205  -98.040  12.2 3.6  ; 2 ;  42783726.0 ;  2017/06/10,07:34:55.00 2018/10/18,11:57:01.00 ;  10411600 14846700
   158	16.355  -98.240   5.4 3.5  ; 2 ;  7903.1 ;  2017/05/31,01:26:08.50 2017/05/31,03:37:51.60 ;  10366600 10367400
   159	16.880 -100.060  12.2 3.7  ; 2 ;  59599270.6 ;  2017/05/28,09:22:35.40 2019/04/18,04:43:46.00 ;  10353300 16287100
   160	16.275  -98.094  12.2 3.6  ; 2 ;  76071434.2 ;  2017/05/23,06:49:02.80 2019/10/20,17:46:17.00 ;  10335100 17500900
   161	16.021  -98.683  16.2 3.7  ; 2 ;  70157833.8 ;  2017/05/19,06:14:38.20 2019/08/09,06:31:52.00 ;  10317200 17026500
   162	16.275  -98.115  10.7 3.4  ; 2 ;  60551130.7 ;  2017/05/15,06:14:00.30 2019/04/16,01:59:31.00 ;  10296600 16272500
   163	16.145  -98.522   9.9 4.0  ; 2 ;  93810295.1 ;  2017/05/10,13:08:13.90 2020/04/30,07:33:09.00 ;  10278300 19378000
